,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,User,Text,Date,Hashtags
615,1194,1246,1302,1302,WhatsThe411News,"About 10,000 people in Vietnam are currently being quarantined after 6 new cases of the #coronavirus. This is the very first mass quarantine outside of China and the lockdown will last for 20 days. #Vietnam #COVID19 #CoronavirusOutbreak Source:",2020-02-14 02:46:20+00:00,#coronavirus #Vietnam #COVID19 #CoronavirusOutbreak
622,1208,1262,1320,1320,dzrhnews,"Sagada sa Mt. Province, naka-lockdown dahil sa #COVID19 #PangunahingBalita #DZRHat80",2020-02-13 23:06:22+00:00,#COVID19 #PangunahingBalita #DZRHat80
657,1277,1334,1395,1395,iChinadian,Coronavirus: Chinese man under lockdown runs 31 miles in his living room https://www.theguardian.com/world/2020/feb/12/coronavirus-chinese-man-under-lockdown-runs-31-miles-in-his-living-room?CMP=share_btn_tw #COVID19 #China,2020-02-12 19:11:26+00:00,#COVID19 #China
659,1281,1338,1399,1399,PDChina,"#Shiyan city, 400 km NW of #Wuhan, will begin 14-day “wartime” #lockdown in its whole Zhangwan District since Feb 13, where all people are not allowed to enter or exit residential buildings, in order to curb the spread of novel #coronavius infection. #COVID19 ",2020-02-12 18:00:00+00:00,#Shiyan #Wuhan #lockdown #coronavius #COVID19
753,1466,1529,1596,1596,SecretNews,"""There Are Basically No Sales"": U.S. Auto Industry Enters Total Collapse As A Result Of Nationwide Lockdown https://www.zerohedge.com/economics/there-are-basically-no-sales-us-auto-industry-enters-total-collapse-result-nationwide #BreakingNews #Coronavirus #CoronavirusOutbreak #CoronavirusPandemic #COVID19 #COVIDー19 #COVID_19 #COVID2019 #Collapse2020 #Collapse",2020-03-31 23:09:29+00:00,#BreakingNews #Coronavirus #CoronavirusOutbreak #CoronavirusPandemic #COVID19 #COVID #COVID_19 #COVID2019 #Collapse2020 #Collapse
870,1697,1776,1859,1859,DuchyTVNews,WATCH VIDEO: Plateau State Residents reject Covid19 lockdown over hunger. https://youtu.be/99VC77nBSbM The residents troops out in mass from Covid19 lockdown to protest hunger. Kindly subscribe to our YouTube channel 'Duchy TV' #lockdown #COVID19 #lockdown,2020-03-31 22:18:17+00:00,#lockdown #COVID19 #lockdown
871,1699,1778,1861,1861,DuchyTVNews,WATCH VIDEO: Reps Donate Two Months' Salary to Contain Covid-19 https://youtu.be/l7jWSa9E6GI The decision was reached in emergency meeting of principal members of House of representatives. Kindly subscribe to our YouTube channel 'Duchy TV' #COVID19 #StayAtHome #lockdown,2020-03-31 22:16:47+00:00,#COVID19 #StayAtHome #StayAtHome #lockdown
901,1758,1842,1931,1931,Financialnewswk,#Economy On Lockdown: #Jobless Rate Could Be Highest Since WWII https://www.npr.org/sections/coronavirus-live-updates/2020/03/31/824520791/economy-on-lockdown-jobless-rate-could-be-highest-since-wwii?utm_medium=RSS&amp;utm_campaign=economy #COVID19,2020-03-31 22:05:39+00:00,#Economy #Jobless #COVID19
908,1772,1857,1947,1947,airnewsalerts,Finance Ministry announced several relief measures relating to statutory and regulatory compliance matters across sectors in view of challenges faced by #taxpayers due to lockdown arising out of #COVID19 outbreak.,2020-03-31 22:03:45+00:00,#taxpayers #COVID19
922,1800,1887,1980,1980,NoidaNewsIndia,Army Man Giving His Food to Poor People | Police Helps Poor Peoples | No... https://youtu.be/EWY8Rw93b-I via @YouTube @noidanewsindia @twitter @coronavirus @covid19 @india @lockdown @noidanews @stayathome @latestnews,2020-03-31 22:00:14+00:00,
942,1840,1927,2020,2020,SCMPNews,This charity is distributing food to the poor in Karachi. A province-wide #Covid19 lockdown has made it even harder for people to afford food ,2020-03-31 21:55:00+00:00,#Covid19
945,1846,1933,2026,2026,TapNewsAgency,"#Tunisia: @interieurTn said in statement after Tuesday evening's decision to extend lockdown by 2 weeks from April 5 it ""will continue to deal with all violations &amp; strictly enforce the law for all"", as part of ""its national commitment to combating spread of #COVID19."" #TAP_En",2020-03-31 21:54:31+00:00,#Tunisia #COVID19 #TAP_En
1023,2000,2094,2194,2194,UCANews,10 die in Delhi after attending a Muslim conference ignoring the government orders Read more… https://www.ucanews.com/news/10-die-of-covid-19-in-india-after-muslim-conference/87590 #COVID19 #Corona #lockdown #coronavirusinindia,2020-03-31 21:30:51+00:00,#COVID19 #Corona #lockdown #coronavirusinindia
1109,2171,2270,2375,2375,NewsThaivisa,"In Germany, Thai expats feel the pain of lockdown https://bit.ly/3bGTXcV #germany #coronavirus #covid19 ",2020-03-31 21:06:33+00:00,#germany #coronavirus #covid19
1117,2187,2288,2395,2395,wwvnews,America extends lockdown to 30 April as coronavirus is set to peak in the country. #COVID19 #CoronavirusUSA #CoronaVirusUpdates,2020-03-31 21:04:50+00:00,#COVID19 #CoronavirusUSA #CoronaVirusUpdates
1173,2297,2405,2521,2521,NewsThaivisa,Phuket hotels look to close during lockdown https://bit.ly/2R1vJ5k #thailand #coronavirus #covid19 ,2020-03-31 20:47:33+00:00,#thailand #coronavirus #covid19
1245,2438,2546,2665,2665,StourbridgeNews,Police carry out coronavirus lockdown checks on Stourbridge ring road https://www.stourbridgenews.co.uk/news/18348717.police-carry-coronavirus-lockdown-checks-stourbridge/?ref=twtrec #coronavirus #COVID19 #lockdown #Stourbridge #policepowers,2020-03-31 20:26:10+00:00,#coronavirus #COVID19 #lockdown #Stourbridge #policepowers
1307,2560,2675,2801,2801,OgbongeNewsroom,#COVID19 lockdown: Lagos sets up 22 emergency food markets for residents (see full list) https://www.ogbongenews.com/2020/03/covid-19-lockdown-lagos-sets-up-emergency-food-markets-for-residents.html #CoronaVirusInLagos #OgbongeNews,2020-03-31 20:09:37+00:00,#COVID19 #CoronaVirusInLagos #OgbongeNews
1489,2913,3053,3206,3206,daylife_news,"#CoronaVirus #Covid19 के साथ भारत की जंग में #Navratri में माता रानी ने कुछ इस तरह से दिया जीत का आशीर्वाद। देखिए, #Ramayan के मधुर-मनमोहक संगीत के साथ देश में #Lockdown के दिनों में लोग कैसे कैसे 'चमत्कार' देख रहे हैं ",2020-03-31 19:20:47+00:00,#CoronaVirus #Covid19 #Navratri #Ramayan #Lockdown
1564,3059,3210,3376,3376,4cminews,"VIDEO 2020 MAR 31 **CONFUSED COVID19 CORNSTALKS, COCKROACHES, WELSHIES; NSW IS IN LOCKDOWN** #4cminewswire, #COVID19, #Lockdown, #MickFuller, #GladysBerejiklian, #4cminews, #4CMiTV, #4CM2020MAR31, WATCH HERE: https://www.4cmitv.com/2020/04/01/2020-mar-31-confused-covid19-cornstalks-cockroaches-welshies-nsw-is-in-lockdown/ **NSW ‘MICK FULLER’ YOUR ARE IN LOCKDOWN** ",2020-03-31 19:01:02+00:00,#4cminewswire #COVID19 #Lockdown #MickFuller #GladysBerejiklian #4cminews #4CMiTV #4CM2020MAR31
1579,3087,3240,3408,3408,gallinews,Good work @warispathan @aimim_national Carry on #Coronavirus #COVID19 #Mumbai #lockdown ,2020-03-31 18:57:30+00:00,#Coronavirus #COVID19 #Mumbai #lockdown
1616,3158,3316,3491,3491,arznewsnetwork,Pakistani Actor Zahid Ahmed Shares Valuable Quarantine Tips With His Fans Watch More: https://youtu.be/OSO80rb8iKk #ArzNews #ArzNewsNetwork #Karachi #ZahidAhmed #PakistaniCelebrity #CoronaTigerForce #LockDown #CoronaVirus #Corona #Covid19 #COVID19 #CoronaVirusPakistan,2020-03-31 18:50:17+00:00,#ArzNews #ArzNewsNetwork #Karachi #ZahidAhmed #PakistaniCelebrity #CoronaTigerForce #LockDown #CoronaVirus #Corona #Covid19 #COVID19 #CoronaVirusPakistan
1663,3248,3412,3594,3594,NewsFa9,#Covid19 #coronavirus Awareness #staysafe #stayhome #socialdistance #Lockdown #HyderabadCityPolice #Fa9news #police #Telangana #corona-19 #hyderabadi . #lockdown2020 #lilke #follow #coment #instalike #instagood… https://www.instagram.com/p/B-aI7-0p_YR/?igshid=5gsamu32h12f,2020-03-31 18:41:05+00:00,#Covid19 #coronavirus #staysafe #stayhome #stayhome #socialdistance #Lockdown #HyderabadCityPolice #Fa9news #police #Telangana #corona #hyderabadi #lockdown2020 #lilke #follow #coment #instalike #instagood
1819,3554,3737,3940,3940,FootballNewsy,Bhaichung Bhutia comes up in front to help migrant workers during lockdown in nation... And said to people to follow govt guidelines on national lockdown to protect corona virus. #SportsMirror #BhaichungBhutia #COVID19 #football @bhaichung15 @BlueTigersIndia @footballindia_,2020-03-31 18:07:28+00:00,#SportsMirror #BhaichungBhutia #COVID19 #football
1887,3686,3876,4087,4087,SCMPNews,This charity is distributing food to the poor in Karachi. A province-wide #Covid19 lockdown has made it even harder for people to afford food ,2020-03-31 17:55:00+00:00,#Covid19
1962,3834,4031,4250,4250,news_shh,It is official: Shaktimaan is returning to the small screen during Covid19 lockdown #Coronavirus #covid19 #shaktimaan,2020-03-31 17:36:19+00:00,#Coronavirus #covid19 #shaktimaan
1994,3898,4101,4324,4324,InfoWarriorNews,Yeah people we have to wear masks. I hope is not one of them !!!! #COVID19 #lockdown #coronavirus #ChinaVirus,2020-03-31 17:29:25+00:00,#COVID19 #lockdown #coronavirus #ChinaVirus
2025,3959,4165,4393,4393,manoramanews,ലോക്ക്ഡൗണ്‍ കാലത്തും അത്യാവശ്യക്കാര്‍ക്ക് ‌മുട്ടില്ലാതെ മദ്യം കിട്ടുമെന്ന് ഉറപ്പായി #Lockdown #Kerala #BEVCO #Covid19 ,2020-03-31 17:23:22+00:00,#Lockdown #Kerala #BEVCO #Covid19
2040,3988,4197,4428,4428,iChinadian,China gets mixed results in its attempt to lift lockdown https://www.theguardian.com/world/2020/mar/31/china-gets-mixed-results-in-its-attempt-to-lift-lockdown?CMP=share_btn_tw #COVID19 #COVID_19,2020-03-31 17:20:38+00:00,#COVID19 #COVID_19
2112,4127,4348,4596,4596,NewsroomPostCom,"#DelhiCoronaScare: Delhi Police released a video, warning senior members of Markaz Nizamuddin to vacate Markaz &amp; follow lockdown guidelines, on 23rd March 2020. #COVID19. @DelhiPolice #TablighiJamaat more- https://bit.ly/3bxJMaC",2020-03-31 17:06:20+00:00,#DelhiCoronaScare #COVID19 #TablighiJamaat
2126,4155,4377,4625,4625,NewsDph,BREAKING: BAUCHI IMPOSES TOTAL LOCKDOWN #COVID19 #COVID19Nigeria,2020-03-31 17:03:22+00:00,#COVID19 #COVID19Nigeria
2139,4181,4408,4662,4662,africanews,"If you find yourself in a lockdown, how long can you survive minus working? Want to share lockdown experiences? Send us an email newmedia@africanews.com #AfricanewsPolls #COVID19 updates: https://bit.ly/3dATiLJ",2020-03-31 16:59:21+00:00,#AfricanewsPolls #COVID19
2154,4210,4440,4697,4697,euroweeklynews,"Sweden remains last European country to go into lockdown, despite 146 COVID19 deaths and 4,028 infections - Euro Weekly News Spain World News News Article https://www.euroweeklynews.com/2020/03/31/sweden-remains-last-european-country-to-go-into-lockdown-despite-146-covid19-deaths-and-4028-infections/ via @euroweeklynews",2020-03-31 16:56:08+00:00,
2185,4270,4508,4775,4775,UEL_News,Confused by the different sources reporting on #COVID19? Check our new video - Fact Checking Covid-19 to get the most accurate information whilst lockdown. Watch here: https://bit.ly/2JtV83y @PsychLib_UEL #UELConnected #UniofEastLondon,2020-03-31 16:47:06+00:00,#COVID19 #UELConnected #UniofEastLondon
2238,4376,4629,4913,4913,Sandton_News,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:34:10+00:00,#Covid19
2242,4384,4638,4922,4922,RekordNewspaper,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:33:44+00:00,#Covid19
2245,4390,4644,4928,4928,northglennews,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:33:31+00:00,#Covid19
2249,4398,4652,4936,4936,_mpnews,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:33:14+00:00,#Covid19
2250,4400,4654,4938,4938,KrugersdorpNews,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:33:06+00:00,#Covid19
2254,4408,4662,4946,4946,GCNnews,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:32:52+00:00,#Covid19
2255,4410,4664,4948,4948,EyethuNewsKZN,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:32:46+00:00,#Covid19
2257,4414,4668,4952,4952,BoksburgNews,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:32:32+00:00,#Covid19
2260,4420,4674,4958,4958,AlexNewsZA,Lockdown Day 5. Latest #Covid19 confirmed cases ,2020-03-31 16:32:22+00:00,#Covid19
2284,4468,4726,5014,5014,pennewstweet,"COVID-19 death toll in Spain rises by 849 to 8,189 in 24 hours #Spain #COVID19 #VirusCorona #StayHomeStaySafe #StayHome #lockdown #21lockdown #Corona #coronavirus #CoronavirusPandemic #CoronaVirusUpdates #COVID #COVID19outbreak #Espanacoronavirus",2020-03-31 16:27:04+00:00,#Spain #COVID19 #VirusCorona #StayHomeStaySafe #StayHome #StayHome #lockdown #21lockdown #Corona #coronavirus #CoronavirusPandemic #CoronaVirusUpdates #COVID #COVID19outbreak #Espanacoronavirus
2298,4495,4754,5043,5043,WeForNews,"#WATCH Delhi Police release a video of its warning to senior members of Markaz, Nizamuddin to vacate Markaz &amp; follow lockdown guidelines, on 23rd March 2020. #COVID19 ",2020-03-31 16:24:07+00:00,#WATCH #COVID19
2308,4515,4774,5064,5064,airnews_aizawl,Measures by Min of Petroleum for COVID19 and Lockdown https://www.facebook.com/634615593310169/posts/2474766349295075/,2020-03-31 16:22:11+00:00,
2351,4601,4866,5163,5163,arabnews,#WATCH: Aerial shots show an empty #Rome under lockdown as businesses remain closed and residents stay home in an effort to stem the spread of #Coronavirus #COVID19 #CoronavirusItaly https://arab.news/9vfg8,2020-03-31 16:12:54+00:00,#WATCH #Rome #Coronavirus #COVID19 #CoronavirusItaly
2385,4667,4934,5233,5233,mycougarnews,Mount Pleasant residents are gearing up for a two week long lockdown. #Covid19 ,2020-03-31 16:05:06+00:00,#Covid19
2404,4704,4975,5276,5276,TheNewsTodayPak,#Raiwind city put under complete #lockdown. #COVID19 #CoronaLockdown #StayHomeSaveLives #CoronaUpdate #cricket #lahore #mirjavedurrehman #breakingnews #pandemic #pakistanunitedagainstcorona #tablighijamaat,2020-03-31 16:00:19+00:00,#Raiwind #lockdown #COVID19 #CoronaLockdown #StayHomeSaveLives #CoronaUpdate #cricket #lahore #mirjavedurrehman #breakingnews #pandemic #pakistanunitedagainstcorona #tablighijamaat
2595,5075,5364,5688,5688,trendynewslive,Corona aaye ya tufan aunty ji ki baatein khatam nhi hogi #Trendingnews #Coronavirus #COVID19 #Coronatreatment #Coronamedicine #Corona #Coronaspread #Quarantinelife #Stayhome #Coronacurfew #Lockdown #Coronalockdown #India #Centralgovernment #Statesgovernment #China #Coronasaffect,2020-03-31 15:19:52+00:00,#Trendingnews #Coronavirus #COVID19 #Coronatreatment #Coronamedicine #Corona #Coronaspread #Quarantinelife #Stayhome #Stayhome #Coronacurfew #Lockdown #Coronalockdown #India #Centralgovernment #Statesgovernment #China #Coronasaffect
2612,5109,5399,5723,5723,northglennews,"Who is the first person you hope to see, or what are you most excited to do once the lockdown ends? #Day5 #21daylockdownSA #StayHomeSA #COVID19 ",2020-03-31 15:15:54+00:00,#Day5 #21daylockdownSA #StayHomeSA #COVID19
2657,5197,5496,5830,5830,trendynewslive,1st Lockdown eve #Trendingnews #Coronavirus #COVID19 #Coronatreatment #Coronamedicine #Corona #Coronaspread #Quarantinelife #Stayhome #Coronacurfew #Lockdown #Coronalockdown #India #Centralgovernment #Statesgovernment #China #Coronasaffects #Lockdownaffect #Doctors #Coronapatient,2020-03-31 15:07:11+00:00,#Trendingnews #Coronavirus #COVID19 #Coronatreatment #Coronamedicine #Corona #Coronaspread #Quarantinelife #Stayhome #Stayhome #Coronacurfew #Lockdown #Coronalockdown #India #Centralgovernment #Statesgovernment #China #Coronasaffects #Lockdownaffect #Doctors #Coronapatient
2689,5260,5564,5905,5905,trendynewslive,Sunil Shetty On lockdown #Trendingnews #Coronavirus #COVID19 #Coronatreatment #Coronamedicine #Corona #Coronaspread #Quarantinelife #Stayhome #Coronacurfew #Lockdown #Coronalockdown #India #Centralgovernment #Statesgovernment #China #Coronasaffects #Lockdownaffect #Sunilshetty,2020-03-31 15:00:37+00:00,#Trendingnews #Coronavirus #COVID19 #Coronatreatment #Coronamedicine #Corona #Coronaspread #Quarantinelife #Stayhome #Stayhome #Coronacurfew #Lockdown #Coronalockdown #India #Centralgovernment #Statesgovernment #China #Coronasaffects #Lockdownaffect #Sunilshetty
2739,5354,5663,6009,6009,DailyCyprusNews,Police will check homes but they need the warrant to enter into home #Cyprus #MovementBan #Lockdown #Covid19 #Stayhome https://daily-cyprus.com/2020/03/31/police-will-check-homes-but-they-need-the-warrant-to-enter-into-home/,2020-03-31 14:51:27+00:00,#Cyprus #MovementBan #Lockdown #Covid19 #Stayhome #Stayhome
